CD_GEOCMU,Nome Município,Estado,Agrupamento,Conjunto,Condição
3128105,GUAPÉ,Minas Gerais,Varginha,Sem conjunto,Meta
3128204,GUARACIABA,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3128253,GUARACIAMA,Minas Gerais,Bocaiúva,Sem conjunto,Meta
3128303,GUARANÉSIA,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3128402,GUARANI,Minas Gerais,Ubá,Sem conjunto,Meta
3128501,GUARARÁ,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3128600,GUARDA-MOR,Minas Gerais,Paracatu,Sem conjunto,Meta
3128709,GUAXUPÉ,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3128808,GUIDOVAL,Minas Gerais,Ubá,Sem conjunto,Meta
3128907,GUIMARÂNIA,Minas Gerais,,Sem conjunto,
3129004,GUIRICEMA,Minas Gerais,Ubá,Sem conjunto,Meta
3129103,GURINHATÃ,Minas Gerais,,Sem conjunto,
3129202,HELIODORA,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3129301,IAPU,Minas Gerais,Caratinga,MG01,1º Marco
3129400,IBERTIOGA,Minas Gerais,Barbacena,Sem conjunto,Meta
3129509,IBIÁ,Minas Gerais,,Sem conjunto,
3129608,IBIAÍ,Minas Gerais,Buritizeiro,MG02,1º Marco
3129657,IBIRACATU,Minas Gerais,Montes Claros,Sem conjunto,Meta
3129707,IBIRACI,Minas Gerais,Passos,Sem conjunto,Meta
3129806,IBIRITÉ,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3129905,IBITIÚRA DE MINAS,Minas Gerais,Jacutinga,SP07,1º Marco
3130002,IBITURUNA,Minas Gerais,Oliveira,Sem conjunto,Meta
3130051,ICARAÍ DE MINAS,Minas Gerais,Januária,Sem conjunto,Meta
3130101,IGARAPÉ,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3130200,IGARATINGA,Minas Gerais,Divinópolis,MG03,1º Marco
3130309,IGUATAMA,Minas Gerais,Piuí,Sem conjunto,Meta
3130408,IJACI,Minas Gerais,Lavras,Sem conjunto,Meta
3130507,ILICÍNEA,Minas Gerais,Varginha,Sem conjunto,Meta
3130556,IMBÉ DE MINAS,Minas Gerais,Caratinga,MG01,1º Marco
3130606,INCONFIDENTES,Minas Gerais,Jacutinga,SP07,1º Marco
3130655,INDAIABIRA,Minas Gerais,Salinas,Sem conjunto,Meta
3130705,INDIANÓPOLIS,Minas Gerais,,Sem conjunto,
3130804,INGAÍ,Minas Gerais,Lavras,Sem conjunto,Meta
3130903,INHAPIM,Minas Gerais,Caratinga,MG01,1º Marco
3131000,INHAÚMA,Minas Gerais,Sete Lagoas,MG03,1º Marco
3131109,INIMUTABA,Minas Gerais,Curvelo,Sem conjunto,Meta
3131158,IPABA,Minas Gerais,Caratinga,MG01,1º Marco
3131208,IPANEMA,Minas Gerais,Aimorés,Sem conjunto,Meta
3131307,IPATINGA,Minas Gerais,Ipatinga,Sem conjunto,Meta
3131406,IPIAÇU,Minas Gerais,,Sem conjunto,
3131505,IPUIÚNA,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3131604,IRAÍ DE MINAS,Minas Gerais,,Sem conjunto,
3131703,ITABIRA,Minas Gerais,Itabira,Sem conjunto,Meta
3131802,ITABIRINHA,Minas Gerais,Mantena,Sem conjunto,Meta
3131901,ITABIRITO,Minas Gerais,Ouro Preto,Sem conjunto,Meta
3132008,ITACAMBIRA,Minas Gerais,Grão Mogol,Sem conjunto,Meta
3132107,ITACARAMBI,Minas Gerais,Januária,Sem conjunto,Meta
3132206,ITAGUARA,Minas Gerais,Itaguara,Sem conjunto,Meta
3132305,ITAIPÉ,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3132404,ITAJUBÁ,Minas Gerais,Itajubá,Sem conjunto,Meta
3132503,ITAMARANDIBA,Minas Gerais,Capelinha,Sem conjunto,Meta
3132602,ITAMARATI DE MINAS,Minas Gerais,Cataguases,Sem conjunto,Meta
3132701,ITAMBACURI,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3132800,ITAMBÉ DO MATO DENTRO,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3132909,ITAMOGI,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3133006,ITAMONTE,Minas Gerais,Cambuquira,MG01,1º Marco
3133105,ITANHANDU,Minas Gerais,Cambuquira,MG01,1º Marco
3133204,ITANHOMI,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3133303,ITAOBIM,Minas Gerais,Pedra Azul,Sem conjunto,Meta
3133402,ITAPAGIPE,Minas Gerais,,Sem conjunto,
3133501,ITAPECERICA,Minas Gerais,Formiga,Sem conjunto,Meta
3133600,ITAPEVA,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3133709,ITATIAIUÇU,Minas Gerais,Itaguara,Sem conjunto,Meta
3133758,ITAÚ DE MINAS,Minas Gerais,Passos,Sem conjunto,Meta
3133808,ITAÚNA,Minas Gerais,Divinópolis,MG03,1º Marco
3133907,ITAVERAVA,Minas Gerais,Conselheiro Lafaiete,Sem conjunto,Meta
3134004,ITINGA,Minas Gerais,Araçuaí,Sem conjunto,Meta
3134103,ITUETA,Minas Gerais,Aimorés,Sem conjunto,Meta
3134202,ITUIUTABA,Minas Gerais,,Sem conjunto,
3134301,ITUMIRIM,Minas Gerais,Lavras,Sem conjunto,Meta
3134400,ITURAMA,Minas Gerais,,Sem conjunto,
3134509,ITUTINGA,Minas Gerais,Lavras,Sem conjunto,Meta
3134608,JABOTICATUBAS,Minas Gerais,Sete Lagoas,MG03,1º Marco
3134707,JACINTO,Minas Gerais,Almenara,Sem conjunto,Meta
3134806,JACUÍ,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3134905,JACUTINGA,Minas Gerais,Jacutinga,SP07,1º Marco
3135001,JAGUARAÇU,Minas Gerais,Ipatinga,Sem conjunto,Meta
3135050,JAÍBA,Minas Gerais,Janaúba,Sem conjunto,Meta
3135076,JAMPRUCA,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3135100,JANAÚBA,Minas Gerais,Janaúba,Sem conjunto,Meta
3135209,JANUÁRIA,Minas Gerais,Januária,Sem conjunto,Meta
3135308,JAPARAÍBA,Minas Gerais,Bom Despacho,MG03,1º Marco
3135357,JAPONVAR,Minas Gerais,Montes Claros,Sem conjunto,Meta
3135407,JECEABA,Minas Gerais,Itaguara,Sem conjunto,Meta
3135456,JENIPAPO DE MINAS,Minas Gerais,Capelinha,Sem conjunto,Meta
3135506,JEQUERI,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3135605,JEQUITAÍ,Minas Gerais,Rio de Luz,MG02,2º Marco
3135704,JEQUITIBÁ,Minas Gerais,Sete Lagoas,MG03,1º Marco
3135803,JEQUITINHONHA,Minas Gerais,Almenara,Sem conjunto,Meta
3135902,JESUÂNIA,Minas Gerais,Cambuquira,MG01,1º Marco
3136009,JOAÍMA,Minas Gerais,Almenara,Sem conjunto,Meta
3136108,JOANÉSIA,Minas Gerais,Ipatinga,Sem conjunto,Meta
3136207,JOÃO MONLEVADE,Minas Gerais,Itabira,Sem conjunto,Meta
3136306,JOÃO PINHEIRO,Minas Gerais,Paracatu,Sem conjunto,Meta
3136405,JOAQUIM FELÍCIO,Minas Gerais,Curvelo,Sem conjunto,Meta
3136504,JORDÂNIA,Minas Gerais,Almenara,Sem conjunto,Meta
3136520,JOSÉ GONÇALVES DE MINAS,Minas Gerais,Capelinha,Sem conjunto,Meta
3136553,JOSÉ RAYDAN,Minas Gerais,Peçanha,Sem conjunto,Meta
3136579,JOSENÓPOLIS,Minas Gerais,Grão Mogol,Sem conjunto,Meta
3136652,JUATUBA,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3136702,JUIZ DE FORA,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3136801,JURAMENTO,Minas Gerais,Montes Claros,Sem conjunto,Meta
3136900,JURUAIA,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3136959,JUVENÍLIA,Minas Gerais,Januária,Sem conjunto,Meta
3137007,LADAINHA,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3137106,LAGAMAR,Minas Gerais,Paracatu,Sem conjunto,Meta
3137205,LAGOA DA PRATA,Minas Gerais,Bom Despacho,MG03,1º Marco
3137304,LAGOA DOS PATOS,Minas Gerais,Buritizeiro,MG02,1º Marco
3137403,LAGOA DOURADA,Minas Gerais,Tiradentes,Sem conjunto,Meta
3137502,LAGOA FORMOSA,Minas Gerais,,Sem conjunto,
3137536,LAGOA GRANDE,Minas Gerais,Paracatu,Sem conjunto,Meta
3137601,LAGOA SANTA,Minas Gerais,Lagoa Santa,MG01,Incipiente
3137700,LAJINHA,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3137809,LAMBARI,Minas Gerais,Cambuquira,MG01,1º Marco
3137908,LAMIM,Minas Gerais,Teixeiras,Sem conjunto,Meta
3138005,LARANJAL,Minas Gerais,Cataguases,Sem conjunto,Meta
3138104,LASSANCE,Minas Gerais,Rio de Luz,MG02,2º Marco
3138203,LAVRAS,Minas Gerais,Lavras,Sem conjunto,Meta
3138302,LEANDRO FERREIRA,Minas Gerais,Bom Despacho,MG03,1º Marco
3138351,LEME DO PRADO,Minas Gerais,Capelinha,Sem conjunto,Meta
3138401,LEOPOLDINA,Minas Gerais,Cataguases,Sem conjunto,Meta
3138500,LIBERDADE,Minas Gerais,Andrelândia,Sem conjunto,Meta
3138609,LIMA DUARTE,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3138625,LIMEIRA DO OESTE,Minas Gerais,,Sem conjunto,
3138658,LONTRA,Minas Gerais,Montes Claros,Sem conjunto,Meta
3138674,LUISBURGO,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3138682,LUISLÂNDIA,Minas Gerais,Montes Claros,Sem conjunto,Meta
3138708,LUMINÁRIAS,Minas Gerais,Lavras,Sem conjunto,Meta
3138807,LUZ,Minas Gerais,Bom Despacho,MG03,1º Marco
3138906,MACHACALIS,Minas Gerais,Nanuque,Sem conjunto,Meta
3139003,MACHADO,Minas Gerais,Alfenas,SP07,1º Marco
3139102,MADRE DE DEUS DE MINAS,Minas Gerais,Tiradentes,Sem conjunto,Meta
3139201,MALACACHETA,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3139250,MAMONAS,Minas Gerais,Janaúba,Sem conjunto,Meta
3139300,MANGA,Minas Gerais,Januária,Sem conjunto,Meta
3139409,MANHUAÇU,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3139508,MANHUMIRIM,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3139607,MANTENA,Minas Gerais,Mantena,Sem conjunto,Meta
3139805,MAR DE ESPANHA,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3139706,MARAVILHAS,Minas Gerais,Sete Lagoas,MG03,1º Marco
3139904,MARIA DA FÉ,Minas Gerais,Itajubá,Sem conjunto,Meta
3140001,MARIANA,Minas Gerais,Ouro Preto,Sem conjunto,Meta
3140100,MARILAC,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3140159,MÁRIO CAMPOS,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3140209,MARIPÁ DE MINAS,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3140308,MARLIÉRIA,Minas Gerais,Ipatinga,Sem conjunto,Meta
3140407,MARMELÓPOLIS,Minas Gerais,Itajubá,Sem conjunto,Meta
3140506,MARTINHO CAMPOS,Minas Gerais,Bom Despacho,MG03,1º Marco
3140530,MARTINS SOARES,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3140555,MATA VERDE,Minas Gerais,Almenara,Sem conjunto,Meta
3140605,MATERLÂNDIA,Minas Gerais,Guanhães,Sem conjunto,Meta
3140704,MATEUS LEME,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3171501,MATHIAS LOBATO,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3140803,MATIAS BARBOSA,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3140852,MATIAS CARDOSO,Minas Gerais,Januária,Sem conjunto,Meta
3140902,MATIPÓ,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3141009,MATO VERDE,Minas Gerais,Janaúba,Sem conjunto,Meta
3141108,MATOZINHOS,Minas Gerais,Sete Lagoas,MG03,1º Marco
3141207,MATUTINA,Minas Gerais,,Sem conjunto,
3141306,MEDEIROS,Minas Gerais,Piuí,Sem conjunto,Meta
3141405,MEDINA,Minas Gerais,Pedra Azul,Sem conjunto,Meta
3141504,MENDES PIMENTEL,Minas Gerais,Mantena,Sem conjunto,Meta
3141603,MERCÊS,Minas Gerais,Ubá,Sem conjunto,Meta
3141702,MESQUITA,Minas Gerais,Ipatinga,Sem conjunto,Meta
3141801,MINAS NOVAS,Minas Gerais,Capelinha,Sem conjunto,Meta
3141900,MINDURI,Minas Gerais,Andrelândia,Sem conjunto,Meta
3142007,MIRABELA,Minas Gerais,Montes Claros,Sem conjunto,Meta
3142106,MIRADOURO,Minas Gerais,Muriaé,Sem conjunto,Meta
3142205,MIRAÍ,Minas Gerais,Muriaé,Sem conjunto,Meta
3142254,MIRAVÂNIA,Minas Gerais,Januária,Sem conjunto,Meta
3142304,MOEDA,Minas Gerais,Itaguara,Sem conjunto,Meta
3142403,MOEMA,Minas Gerais,Bom Despacho,MG03,1º Marco
3142502,MONJOLOS,Minas Gerais,Curvelo,Sem conjunto,Meta
3142601,MONSENHOR PAULO,Minas Gerais,Varginha,Sem conjunto,Meta
3142700,MONTALVÂNIA,Minas Gerais,Januária,Sem conjunto,Meta
3142809,MONTE ALEGRE DE MINAS,Minas Gerais,,Sem conjunto,
3142908,MONTE AZUL,Minas Gerais,Janaúba,Sem conjunto,Meta
3143005,MONTE BELO,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3143104,MONTE CARMELO,Minas Gerais,,Sem conjunto,
3143153,MONTE FORMOSO,Minas Gerais,Almenara,Sem conjunto,Meta
3143203,MONTE SANTO DE MINAS,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3143401,MONTE SIÃO,Minas Gerais,Jacutinga,SP07,1º Marco
3143302,MONTES CLAROS,Minas Gerais,Montes Claros,Sem conjunto,Meta
3143450,MONTEZUMA,Minas Gerais,Salinas,Sem conjunto,Meta
3143500,MORADA NOVA DE MINAS,Minas Gerais,Três Marias,Sem conjunto,Meta
3143609,MORRO DA GARÇA,Minas Gerais,Curvelo,Sem conjunto,Meta
3143708,MORRO DO PILAR,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3143807,MUNHOZ,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3143906,MURIAÉ,Minas Gerais,Muriaé,Sem conjunto,Meta
3144003,MUTUM,Minas Gerais,Aimorés,Sem conjunto,Meta
3144102,MUZAMBINHO,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3144201,NACIP RAYDAN,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3144300,NANUQUE,Minas Gerais,Nanuque,Sem conjunto,Meta
3144359,NAQUE,Minas Gerais,Ipatinga,Sem conjunto,Meta
3144375,NATALÂNDIA,Minas Gerais,Unaí,Sem conjunto,Meta
3144409,NATÉRCIA,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3144508,NAZARENO,Minas Gerais,Tiradentes,Sem conjunto,Meta
3144607,NEPOMUCENO,Minas Gerais,Lavras,Sem conjunto,Meta
3144656,NINHEIRA,Minas Gerais,Salinas,Sem conjunto,Meta
3144672,NOVA BELÉM,Minas Gerais,Mantena,Sem conjunto,Meta
3144706,NOVA ERA,Minas Gerais,Itabira,Sem conjunto,Meta
3144805,NOVA LIMA,Minas Gerais,Nova Lima,MG01,1º Marco
3144904,NOVA MÓDICA,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3145000,NOVA PONTE,Minas Gerais,,Sem conjunto,
3145059,NOVA PORTEIRINHA,Minas Gerais,Janaúba,Sem conjunto,Meta
3145109,NOVA RESENDE,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3145208,NOVA SERRANA,Minas Gerais,Divinópolis,MG03,1º Marco
3136603,NOVA UNIÃO,Minas Gerais,Itabira,Sem conjunto,Meta
3145307,NOVO CRUZEIRO,Minas Gerais,Araçuaí,Sem conjunto,Meta
3145356,NOVO ORIENTE DE MINAS,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3145372,NOVORIZONTE,Minas Gerais,Salinas,Sem conjunto,Meta
3145406,OLARIA,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3145455,OLHOS-D'ÁGUA,Minas Gerais,Bocaiúva,Sem conjunto,Meta
3145505,OLÍMPIO NORONHA,Minas Gerais,Cambuquira,MG01,1º Marco
3145604,OLIVEIRA,Minas Gerais,Oliveira,Sem conjunto,Meta
3145703,OLIVEIRA FORTES,Minas Gerais,Santos Dumont,Sem conjunto,Meta
3145802,ONÇA DE PITANGUI,Minas Gerais,Pará de Minas,Sem conjunto,Meta
3145851,ORATÓRIOS,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3145877,ORIZÂNIA,Minas Gerais,Muriaé,Sem conjunto,Meta
3145901,OURO BRANCO,Minas Gerais,Conselheiro Lafaiete,Sem conjunto,Meta
3146008,OURO FINO,Minas Gerais,Jacutinga,SP07,1º Marco
3146107,OURO PRETO,Minas Gerais,Ouro Preto,Sem conjunto,Meta
3146206,OURO VERDE DE MINAS,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3146255,PADRE CARVALHO,Minas Gerais,Grão Mogol,Sem conjunto,Meta
3146305,PADRE PARAÍSO,Minas Gerais,Araçuaí,Sem conjunto,Meta
3146552,PAI PEDRO,Minas Gerais,Janaúba,Sem conjunto,Meta
3146404,PAINEIRAS,Minas Gerais,Três Marias,Sem conjunto,Meta
3146503,PAINS,Minas Gerais,Formiga,Sem conjunto,Meta
3146602,PAIVA,Minas Gerais,Santos Dumont,Sem conjunto,Meta
3146701,PALMA,Minas Gerais,Cataguases,Sem conjunto,Meta
3146750,PALMÓPOLIS,Minas Gerais,Almenara,Sem conjunto,Meta
3146909,PAPAGAIOS,Minas Gerais,Sete Lagoas,MG03,1º Marco
3147105,PARÁ DE MINAS,Minas Gerais,Pará de Minas,Sem conjunto,Meta
3147006,PARACATU,Minas Gerais,Paracatu,Sem conjunto,Meta
3147204,PARAGUAÇU,Minas Gerais,Alfenas,SP07,1º Marco
3147303,PARAISÓPOLIS,Minas Gerais,Itajubá,Sem conjunto,Meta
3147402,PARAOPEBA,Minas Gerais,Sete Lagoas,MG03,1º Marco
3147808,PASSA-VINTE,Minas Gerais,Andrelândia,Sem conjunto,Meta
3147600,PASSA QUATRO,Minas Gerais,Cambuquira,MG01,1º Marco
3147709,PASSA TEMPO,Minas Gerais,Oliveira,Sem conjunto,Meta
3147501,PASSABÉM,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3147907,PASSOS,Minas Gerais,Passos,Sem conjunto,Meta
3147956,PATIS,Minas Gerais,Montes Claros,Sem conjunto,Meta
3148004,PATOS DE MINAS,Minas Gerais,,Sem conjunto,
3148103,PATROCÍNIO,Minas Gerais,,Sem conjunto,
3148202,PATROCÍNIO DO MURIAÉ,Minas Gerais,Muriaé,Sem conjunto,Meta
3148301,PAULA CÂNDIDO,Minas Gerais,Teixeiras,Sem conjunto,Meta
3148400,PAULISTAS,Minas Gerais,Guanhães,Sem conjunto,Meta
3148509,PAVÃO,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3148608,PEÇANHA,Minas Gerais,Peçanha,Sem conjunto,Meta
3148707,PEDRA AZUL,Minas Gerais,Pedra Azul,Sem conjunto,Meta
3148756,PEDRA BONITA,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3148806,PEDRA DO ANTA,Minas Gerais,Teixeiras,Sem conjunto,Meta
3148905,PEDRA DO INDAIÁ,Minas Gerais,Formiga,Sem conjunto,Meta
3149002,PEDRA DOURADA,Minas Gerais,Muriaé,Sem conjunto,Meta
3149101,PEDRALVA,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3149150,PEDRAS DE MARIA DA CRUZ,Minas Gerais,Januária,Sem conjunto,Meta
3149200,PEDRINÓPOLIS,Minas Gerais,,Sem conjunto,
3149309,PEDRO LEOPOLDO,Minas Gerais,Lagoa Santa,MG01,Incipiente
3149408,PEDRO TEIXEIRA,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3149507,PEQUERI,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3149606,PEQUI,Minas Gerais,Sete Lagoas,MG03,1º Marco
3149705,PERDIGÃO,Minas Gerais,Divinópolis,MG03,1º Marco
3149804,PERDIZES,Minas Gerais,,Sem conjunto,
3149903,PERDÕES,Minas Gerais,Campo Belo ,Sem conjunto,Meta
3149952,PERIQUITO,Minas Gerais,Ipatinga,Sem conjunto,Meta
3150000,PESCADOR,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3150109,PIAU,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3150158,PIEDADE DE CARATINGA,Minas Gerais,Caratinga,MG01,1º Marco
3150208,PIEDADE DE PONTE NOVA,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3150307,PIEDADE DO RIO GRANDE,Minas Gerais,Tiradentes,Sem conjunto,Meta
3150406,PIEDADE DOS GERAIS,Minas Gerais,Itaguara,Sem conjunto,Meta
3150505,PIMENTA,Minas Gerais,Formiga,Sem conjunto,Meta
3150539,PINGO-D'ÁGUA,Minas Gerais,Caratinga,MG01,1º Marco
3150570,PINTÓPOLIS,Minas Gerais,Januária,Sem conjunto,Meta
3150604,PIRACEMA,Minas Gerais,Oliveira,Sem conjunto,Meta
3150703,PIRAJUBA,Minas Gerais,,Sem conjunto,
3150802,PIRANGA,Minas Gerais,Teixeiras,Sem conjunto,Meta
3150901,PIRANGUÇU,Minas Gerais,Itajubá,Sem conjunto,Meta
3151008,PIRANGUINHO,Minas Gerais,Itajubá,Sem conjunto,Meta
3151107,PIRAPETINGA,Minas Gerais,Cataguases,Sem conjunto,Meta
3151206,PIRAPORA,Minas Gerais,Rio de Luz,MG02,2º Marco
3151305,PIRAÚBA,Minas Gerais,Ubá,Sem conjunto,Meta
3151404,PITANGUI,Minas Gerais,Pará de Minas,Sem conjunto,Meta
3151503,PIUÍ,Minas Gerais,Piuí,Sem conjunto,Meta
3151602,PLANURA,Minas Gerais,,Sem conjunto,
3151701,POÇO FUNDO,Minas Gerais,Alfenas,SP07,1º Marco
3151800,POÇOS DE CALDAS,Minas Gerais,Jacutinga,SP07,1º Marco
3151909,POCRANE,Minas Gerais,Aimorés,Sem conjunto,Meta
3152006,POMPÉU,Minas Gerais,Três Marias,Sem conjunto,Meta
3152105,PONTE NOVA,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3152131,PONTO CHIQUE,Minas Gerais,Montes Claros,Sem conjunto,Meta
3152170,PONTO DOS VOLANTES,Minas Gerais,Araçuaí,Sem conjunto,Meta
3152204,PORTEIRINHA,Minas Gerais,Janaúba,Sem conjunto,Meta
3152303,PORTO FIRME,Minas Gerais,Teixeiras,Sem conjunto,Meta
3152402,POTÉ,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3152501,POUSO ALEGRE,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3152600,POUSO ALTO,Minas Gerais,Cambuquira,MG01,1º Marco
3152709,PRADOS,Minas Gerais,Tiradentes,Sem conjunto,Meta
3152808,PRATA,Minas Gerais,,Sem conjunto,
3152907,PRATÁPOLIS,Minas Gerais,Passos,Sem conjunto,Meta
3153004,PRATINHA,Minas Gerais,,Sem conjunto,
3153103,PRESIDENTE BERNARDES,Minas Gerais,Teixeiras,Sem conjunto,Meta
3153202,PRESIDENTE JUSCELINO,Minas Gerais,Curvelo,Sem conjunto,Meta
3153301,PRESIDENTE KUBITSCHEK,Minas Gerais,Diamantina,Sem conjunto,Meta
3153400,PRESIDENTE OLEGÁRIO,Minas Gerais,Paracatu,Sem conjunto,Meta
3153608,PRUDENTE DE MORAIS,Minas Gerais,Sete Lagoas,MG03,1º Marco
3153707,QUARTEL GERAL,Minas Gerais,Bom Despacho,MG03,1º Marco
3153806,QUELUZITO,Minas Gerais,Conselheiro Lafaiete,Sem conjunto,Meta
3153905,RAPOSOS,Minas Gerais,Nova Lima,MG01,1º Marco
3154002,RAUL SOARES,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3154101,RECREIO,Minas Gerais,Cataguases,Sem conjunto,Meta
3154150,REDUTO,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3154200,RESENDE COSTA,Minas Gerais,Tiradentes,Sem conjunto,Meta
3154309,RESPLENDOR,Minas Gerais,Aimorés,Sem conjunto,Meta
3154408,RESSAQUINHA,Minas Gerais,Barbacena,Sem conjunto,Meta
3154457,RIACHINHO,Minas Gerais,Buritizeiro,MG02,1º Marco
3154507,RIACHO DOS MACHADOS,Minas Gerais,Janaúba,Sem conjunto,Meta
3154606,RIBEIRÃO DAS NEVES,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3154705,RIBEIRÃO VERMELHO,Minas Gerais,Lavras,Sem conjunto,Meta
3154804,RIO ACIMA,Minas Gerais,Nova Lima,MG01,1º Marco
3154903,RIO CASCA,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3155108,RIO DO PRADO,Minas Gerais,Almenara,Sem conjunto,Meta
3155009,RIO DOCE,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3155207,RIO ESPERA,Minas Gerais,Teixeiras,Sem conjunto,Meta
3155306,RIO MANSO,Minas Gerais,Itaguara,Sem conjunto,Meta
3155405,RIO NOVO,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3155504,RIO PARANAÍBA,Minas Gerais,,Sem conjunto,
3155603,RIO PARDO DE MINAS,Minas Gerais,Salinas,Sem conjunto,Meta
3155702,RIO PIRACICABA,Minas Gerais,Itabira,Sem conjunto,Meta
3155801,RIO POMBA,Minas Gerais,Ubá,Sem conjunto,Meta
3155900,RIO PRETO,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3156007,RIO VERMELHO,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3156106,RITÁPOLIS,Minas Gerais,Tiradentes,Sem conjunto,Meta
3156205,ROCHEDO DE MINAS,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3156304,RODEIRO,Minas Gerais,Ubá,Sem conjunto,Meta
3156403,ROMARIA,Minas Gerais,,Sem conjunto,
3156452,ROSÁRIO DA LIMEIRA,Minas Gerais,Muriaé,Sem conjunto,Meta
3156502,RUBELITA,Minas Gerais,Salinas,Sem conjunto,Meta
3156601,RUBIM,Minas Gerais,Almenara,Sem conjunto,Meta
3156700,SABARÁ,Minas Gerais,Belo Horizonte,MG01,1º Marco
3156809,SABINÓPOLIS,Minas Gerais,Guanhães,Sem conjunto,Meta
3156908,SACRAMENTO,Minas Gerais,,Sem conjunto,
3157005,SALINAS,Minas Gerais,Salinas,Sem conjunto,Meta
3157104,SALTO DA DIVISA,Minas Gerais,Almenara,Sem conjunto,Meta
3157203,SANTA BÁRBARA,Minas Gerais,Itabira,Sem conjunto,Meta
3157252,SANTA BÁRBARA DO LESTE,Minas Gerais,Caratinga,MG01,1º Marco
3157278,SANTA BÁRBARA DO MONTE VERDE,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3157302,SANTA BÁRBARA DO TUGÚRIO,Minas Gerais,Barbacena,Sem conjunto,Meta
3157336,SANTA CRUZ DE MINAS,Minas Gerais,Tiradentes,Sem conjunto,Meta
